Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
30000,4400000,A. Sinitsyn,29,Russia,74,75,FC Krasnodar,1132,44.0,21.0,43.0,37.0,20.0,51.0,14.0,12.0,16.0,12.0,19.0,73.0,73.0,71.0,74.0,74.0,14.0,17.0,72.0,18.0,18.0,14.0,21.0,9.0,68.0,33.0,22.0,18.0,39.0,35.0,16.0,74.0,20.0,21.0,,,,,,166937,,,,,,,,,,,GK,,,,,,,,,,,
43000,5500000,R. Laborde,29,Colombia,74,74,FC Krasnodar,1829,79.0,77.0,81.0,81.0,75.0,73.0,73.0,55.0,77.0,71.0,70.0,11.0,6.0,8.0,6.0,13.0,56.0,36.0,62.0,63.0,69.0,19.0,63.0,72.0,75.0,65.0,75.0,23.0,88.0,75.0,17.0,57.0,64.0,67.0,72.0,43.0,51.0,73.0,65.0,187671,72.0,52.0,43.0,65.0,51.0,73.0,73.0,71.0,74.0,56.0,RM CAM LW RW,72.0,52.0,43.0,65.0,51.0,73.0,73.0,71.0,74.0,56.0,71.0
72000,7000000,J. Denayer,22,Belgium,74,81,Galatasaray SK,1714,75.0,63.0,62.0,59.0,69.0,70.0,60.0,35.0,63.0,42.0,29.0,7.0,10.0,15.0,15.0,15.0,72.0,73.0,76.0,53.0,36.0,71.0,37.0,36.0,61.0,71.0,51.0,76.0,75.0,69.0,79.0,78.0,46.0,35.0,58.0,73.0,69.0,57.0,60.0,220182,58.0,71.0,73.0,60.0,69.0,57.0,61.0,57.0,59.0,70.0,CDM CB,58.0,71.0,73.0,60.0,69.0,57.0,61.0,57.0,59.0,70.0,57.0
9000,5500000,Hong Chul,26,Korea Republic,74,75,Sangju Sangmu FC,1995,89.0,63.0,73.0,80.0,68.0,60.0,75.0,76.0,70.0,24.0,73.0,11.0,11.0,13.0,7.0,15.0,58.0,64.0,86.0,66.0,67.0,66.0,70.0,73.0,75.0,67.0,73.0,69.0,92.0,90.0,72.0,71.0,64.0,24.0,67.0,68.0,69.0,67.0,68.0,199236,67.0,73.0,68.0,68.0,69.0,67.0,71.0,62.0,68.0,74.0,LM LB,67.0,73.0,68.0,68.0,69.0,67.0,71.0,62.0,68.0,74.0,62.0
10000,3800000,M. Milligan,31,Australia,74,74,Melbourne Victory,1987,68.0,80.0,64.0,73.0,66.0,78.0,61.0,61.0,62.0,48.0,62.0,7.0,11.0,14.0,15.0,8.0,73.0,71.0,75.0,73.0,67.0,71.0,80.0,53.0,69.0,70.0,73.0,74.0,66.0,82.0,75.0,80.0,73.0,62.0,65.0,73.0,73.0,64.0,69.0,176992,65.0,71.0,73.0,69.0,73.0,64.0,65.0,63.0,63.0,70.0,CB CDM,65.0,71.0,73.0,69.0,73.0,64.0,65.0,63.0,63.0,70.0,63.0
3000,750000,A. Pérez,36,Colombia,74,74,Asociacion Deportivo Cali,1902,52.0,88.0,64.0,62.0,69.0,84.0,61.0,49.0,58.0,55.0,56.0,8.0,12.0,12.0,10.0,15.0,55.0,81.0,68.0,71.0,74.0,74.0,62.0,69.0,75.0,72.0,75.0,65.0,49.0,66.0,73.0,73.0,70.0,59.0,67.0,72.0,73.0,65.0,70.0,159591,67.0,68.0,72.0,70.0,73.0,65.0,64.0,64.0,64.0,68.0,CDM,67.0,68.0,72.0,70.0,73.0,65.0,64.0,64.0,64.0,68.0,64.0
1000,5000000,N. Hult,27,Sweden,74,75,Panathinaikos FC,1970,82.0,72.0,78.0,82.0,71.0,74.0,75.0,65.0,71.0,58.0,51.0,7.0,8.0,13.0,16.0,15.0,52.0,70.0,80.0,65.0,57.0,68.0,50.0,63.0,74.0,75.0,67.0,67.0,86.0,80.0,72.0,55.0,69.0,56.0,70.0,68.0,71.0,69.0,70.0,192102,70.0,73.0,68.0,70.0,71.0,69.0,72.0,65.0,71.0,74.0,LB,70.0,73.0,68.0,70.0,71.0,69.0,72.0,65.0,71.0,74.0,65.0
36000,3600000,W. Hennessey,30,Wales,74,74,Crystal Palace,1093,40.0,21.0,50.0,51.0,12.0,48.0,11.0,12.0,8.0,12.0,11.0,73.0,,80.0,76.0,71.0,14.0,22.0,41.0,13.0,10.0,15.0,17.0,14.0,61.0,12.0,34.0,13.0,41.0,29.0,18.0,68.0,58.0,10.0,,,,,,170084,,,,,,,,,,,GK,,,,,,,,,,,
9000,6000000,Nosa,26,Nigeria,74,74,Vancouver Whitecaps FC,2028,79.0,69.0,85.0,76.0,74.0,65.0,58.0,48.0,75.0,61.0,64.0,14.0,11.0,13.0,13.0,14.0,68.0,69.0,,67.0,74.0,61.0,52.0,82.0,73.0,74.0,82.0,63.0,72.0,83.0,72.0,77.0,,58.0,74.0,69.0,71.0,74.0,73.0,192098,74.0,70.0,69.0,73.0,71.0,74.0,72.0,73.0,72.0,70.0,CAM CDM CM,74.0,70.0,69.0,73.0,71.0,74.0,72.0,73.0,72.0,70.0,73.0
27000,5500000,M. Erdinç,30,Turkey,74,74,İstanbul Başakşehir FK,1934,68.0,66.0,71.0,74.0,72.0,72.0,67.0,68.0,70.0,74.0,72.0,12.0,14.0,14.0,6.0,7.0,73.0,42.0,83.0,63.0,67.0,33.0,77.0,76.0,73.0,71.0,72.0,40.0,75.0,76.0,42.0,77.0,69.0,70.0,71.0,55.0,58.0,72.0,68.0,176481,71.0,57.0,55.0,68.0,58.0,72.0,71.0,73.0,71.0,59.0,ST,71.0,57.0,55.0,68.0,58.0,72.0,71.0,73.0,71.0,59.0,73.0
34000,5500000,E. Bicfalvi,29,Romania,74,74,FC Ural,1951,59.0,60.0,52.0,51.0,77.0,75.0,54.0,68.0,75.0,73.0,75.0,11.0,12.0,13.0,15.0,11.0,68.0,47.0,73.0,76.0,78.0,59.0,73.0,74.0,72.0,74.0,77.0,58.0,67.0,80.0,51.0,79.0,70.0,69.0,73.0,62.0,65.0,73.0,72.0,208737,73.0,62.0,62.0,72.0,65.0,73.0,71.0,73.0,70.0,63.0,LM CM CF CAM,73.0,62.0,62.0,72.0,65.0,73.0,71.0,73.0,70.0,63.0,73.0
28000,4600000,O. Gonzalez,28,United States,74,74,Pachuca,1602,55.0,70.0,44.0,32.0,52.0,50.0,35.0,36.0,37.0,31.0,27.0,14.0,13.0,10.0,16.0,14.0,80.0,71.0,85.0,64.0,35.0,74.0,30.0,35.0,59.0,57.0,47.0,75.0,69.0,76.0,73.0,91.0,49.0,46.0,48.0,73.0,66.0,47.0,55.0,190560,48.0,65.0,73.0,55.0,66.0,47.0,49.0,50.0,46.0,62.0,CB,48.0,65.0,73.0,55.0,66.0,47.0,49.0,50.0,46.0,62.0,50.0
18000,6500000,D. Čop,27,Croatia,74,75,Standard de Liège,1838,66.0,59.0,70.0,59.0,73.0,71.0,58.0,74.0,68.0,80.0,80.0,12.0,12.0,16.0,13.0,12.0,68.0,32.0,50.0,57.0,76.0,25.0,80.0,80.0,80.0,69.0,70.0,30.0,54.0,74.0,30.0,68.0,66.0,77.0,71.0,46.0,53.0,72.0,66.0,189536,71.0,51.0,46.0,66.0,53.0,72.0,69.0,73.0,70.0,53.0,ST,71.0,51.0,46.0,66.0,53.0,72.0,69.0,73.0,70.0,53.0,73.0
31000,7000000,F. Đuričić,25,Serbia,74,77,Sampdoria,1843,76.0,45.0,78.0,78.0,78.0,71.0,65.0,76.0,78.0,64.0,69.0,8.0,8.0,9.0,15.0,8.0,50.0,38.0,73.0,67.0,63.0,24.0,69.0,67.0,73.0,74.0,67.0,43.0,76.0,64.0,35.0,61.0,75.0,69.0,73.0,47.0,55.0,72.0,69.0,193881,73.0,55.0,47.0,69.0,55.0,72.0,72.0,68.0,73.0,58.0,LW CAM,73.0,55.0,47.0,69.0,55.0,72.0,72.0,68.0,73.0,58.0,68.0
20000,4300000,P. Bengtsson,29,Sweden,74,74,FC København,2019,77.0,68.0,77.0,76.0,73.0,69.0,79.0,76.0,69.0,50.0,75.0,6.0,10.0,15.0,9.0,11.0,54.0,63.0,79.0,70.0,70.0,70.0,56.0,68.0,74.0,73.0,74.0,75.0,77.0,80.0,73.0,67.0,65.0,60.0,70.0,69.0,71.0,69.0,70.0,181343,70.0,73.0,69.0,70.0,71.0,69.0,71.0,66.0,70.0,74.0,LB,70.0,73.0,69.0,70.0,71.0,69.0,71.0,66.0,70.0,74.0,66.0
24000,3700000,B. Dramé,31,Senegal,74,74,Atalanta,1942,75.0,74.0,78.0,73.0,71.0,74.0,72.0,66.0,72.0,40.0,52.0,5.0,7.0,8.0,6.0,8.0,58.0,70.0,80.0,60.0,70.0,71.0,54.0,65.0,72.0,68.0,77.0,76.0,84.0,76.0,76.0,70.0,50.0,58.0,65.0,71.0,70.0,66.0,66.0,168799,65.0,73.0,71.0,66.0,70.0,66.0,68.0,64.0,67.0,73.0,LM LB,65.0,73.0,71.0,66.0,70.0,66.0,68.0,64.0,67.0,73.0,64.0
9000,5000000,I. Opara,28,United States,74,75,Sporting Kansas City,1764,78.0,82.0,75.0,66.0,59.0,60.0,24.0,40.0,49.0,30.0,47.0,9.0,16.0,13.0,7.0,8.0,72.0,72.0,88.0,60.0,28.0,71.0,49.0,50.0,64.0,68.0,58.0,67.0,89.0,77.0,71.0,85.0,48.0,44.0,56.0,73.0,68.0,55.0,59.0,190558,56.0,67.0,73.0,59.0,68.0,55.0,56.0,56.0,53.0,64.0,CB,56.0,67.0,73.0,59.0,68.0,55.0,56.0,56.0,53.0,64.0,56.0
2000,3200000,J. Cuadrado,32,Colombia,74,74,CD Once Caldas Manizales,1211,42.0,24.0,55.0,50.0,24.0,44.0,13.0,13.0,15.0,12.0,34.0,74.0,71.0,67.0,72.0,76.0,19.0,24.0,69.0,25.0,20.0,13.0,23.0,16.0,72.0,25.0,24.0,18.0,50.0,33.0,15.0,54.0,55.0,14.0,,,,,,214110,,,,,,,,,,,GK,,,,,,,,,,,
11000,3400000,M. Radović,33,Serbia,74,74,Legia Warszawa,1825,72.0,66.0,62.0,67.0,73.0,82.0,64.0,71.0,81.0,72.0,59.0,12.0,6.0,13.0,8.0,6.0,68.0,39.0,71.0,57.0,55.0,27.0,68.0,76.0,81.0,75.0,61.0,39.0,54.0,59.0,50.0,78.0,77.0,58.0,73.0,54.0,58.0,73.0,69.0,167516,73.0,55.0,54.0,69.0,58.0,73.0,72.0,71.0,72.0,58.0,ST LM CAM,73.0,55.0,54.0,69.0,58.0,73.0,72.0,71.0,72.0,58.0,71.0
34000,7000000,C. Montes,20,Mexico,74,82,Monterrey,1752,68.0,73.0,71.0,57.0,62.0,74.0,41.0,62.0,52.0,32.0,37.0,9.0,10.0,5.0,5.0,13.0,76.0,71.0,77.0,70.0,35.0,73.0,48.0,59.0,69.0,64.0,50.0,76.0,67.0,75.0,75.0,78.0,61.0,31.0,59.0,73.0,70.0,57.0,63.0,229980,59.0,68.0,73.0,63.0,70.0,57.0,59.0,56.0,56.0,66.0,CB,59.0,68.0,73.0,63.0,70.0,57.0,59.0,56.0,56.0,66.0,56.0
38000,6500000,J. Šimunović,22,Bosnia Herzegovina,74,80,Celtic,1570,64.0,81.0,49.0,67.0,64.0,71.0,24.0,24.0,60.0,19.0,25.0,6.0,6.0,6.0,11.0,9.0,74.0,72.0,70.0,62.0,26.0,71.0,36.0,30.0,63.0,68.0,42.0,75.0,71.0,68.0,74.0,82.0,40.0,31.0,52.0,73.0,69.0,50.0,58.0,231002,52.0,66.0,73.0,58.0,69.0,50.0,53.0,50.0,50.0,64.0,CB,52.0,66.0,73.0,58.0,69.0,50.0,53.0,50.0,50.0,64.0,50.0
12000,7500000,M. Mahi,23,Morocco,74,78,FC Groningen,1886,79.0,56.0,77.0,70.0,77.0,76.0,56.0,73.0,80.0,77.0,69.0,8.0,14.0,6.0,14.0,10.0,56.0,44.0,67.0,59.0,78.0,33.0,77.0,64.0,73.0,68.0,80.0,34.0,81.0,69.0,30.0,66.0,66.0,75.0,72.0,49.0,55.0,74.0,66.0,225114,72.0,54.0,49.0,66.0,55.0,74.0,71.0,73.0,73.0,57.0,RM LM ST,72.0,54.0,49.0,66.0,55.0,74.0,71.0,73.0,73.0,57.0,73.0
22000,7500000,F. Mubele,23,DR Congo,74,78,Stade Rennais FC,1722,79.0,65.0,89.0,80.0,71.0,67.0,35.0,46.0,72.0,75.0,40.0,15.0,6.0,12.0,8.0,10.0,65.0,24.0,78.0,32.0,75.0,19.0,65.0,75.0,73.0,64.0,76.0,13.0,83.0,65.0,17.0,70.0,70.0,55.0,71.0,42.0,45.0,73.0,60.0,218970,71.0,44.0,42.0,60.0,45.0,73.0,66.0,73.0,70.0,47.0,LM RM ST,71.0,44.0,42.0,60.0,45.0,73.0,66.0,73.0,70.0,47.0,73.0
31000,7500000,J. Drmić,24,Switzerland,74,79,Borussia Mönchengladbach,1891,75.0,72.0,69.0,72.0,71.0,72.0,70.0,76.0,74.0,75.0,51.0,7.0,9.0,13.0,8.0,13.0,66.0,35.0,74.0,63.0,72.0,27.0,74.0,75.0,74.0,72.0,77.0,40.0,78.0,69.0,37.0,72.0,57.0,74.0,70.0,51.0,55.0,72.0,66.0,198504,70.0,56.0,51.0,66.0,55.0,72.0,71.0,73.0,72.0,58.0,LM RM ST,70.0,56.0,51.0,66.0,55.0,72.0,71.0,73.0,72.0,58.0,73.0
6000,1300000,A. McGregor,35,Scotland,74,74,Hull City,1225,33.0,43.0,68.0,51.0,25.0,64.0,11.0,20.0,14.0,19.0,14.0,75.0,71.0,69.0,73.0,77.0,13.0,18.0,73.0,38.0,14.0,11.0,23.0,13.0,66.0,36.0,23.0,13.0,42.0,30.0,13.0,72.0,49.0,15.0,,,,,,49000,,,,,,,,,,,GK,,,,,,,,,,,
44000,5500000,B. Dja Djédjé,26,Ivory Coast,74,76,Watford,1953,76.0,83.0,76.0,87.0,75.0,65.0,69.0,56.0,70.0,58.0,47.0,7.0,7.0,14.0,14.0,8.0,58.0,72.0,67.0,66.0,53.0,70.0,58.0,68.0,74.0,76.0,72.0,72.0,79.0,75.0,75.0,72.0,68.0,31.0,70.0,72.0,73.0,70.0,71.0,199286,70.0,73.0,72.0,71.0,73.0,70.0,71.0,67.0,70.0,73.0,RB,70.0,73.0,72.0,71.0,73.0,70.0,71.0,67.0,70.0,73.0,67.0
32000,5000000,H. Rodallega,31,Colombia,74,74,Trabzonspor,1910,75.0,54.0,76.0,75.0,74.0,74.0,69.0,74.0,75.0,72.0,71.0,6.0,8.0,8.0,8.0,9.0,72.0,44.0,87.0,60.0,71.0,28.0,73.0,71.0,73.0,69.0,73.0,33.0,75.0,77.0,38.0,73.0,69.0,70.0,72.0,52.0,56.0,72.0,67.0,168565,72.0,56.0,52.0,67.0,56.0,72.0,72.0,73.0,72.0,59.0,ST,72.0,56.0,52.0,67.0,56.0,72.0,72.0,73.0,72.0,59.0,73.0
29000,8500000,C. Ünder,19,Turkey,74,83,Roma,1772,83.0,27.0,80.0,84.0,75.0,68.0,75.0,71.0,76.0,68.0,45.0,9.0,13.0,7.0,9.0,8.0,58.0,29.0,48.0,61.0,74.0,24.0,64.0,66.0,71.0,71.0,77.0,30.0,79.0,67.0,33.0,58.0,68.0,64.0,72.0,42.0,51.0,72.0,66.0,235889,72.0,53.0,42.0,66.0,51.0,72.0,73.0,70.0,74.0,57.0,LM RM,72.0,53.0,42.0,66.0,51.0,72.0,73.0,70.0,74.0,57.0,70.0
18000,6500000,M. Villanueva,24,Venezuela,74,79,Cádiz C.F.,1521,34.0,77.0,29.0,30.0,61.0,68.0,53.0,29.0,36.0,27.0,47.0,13.0,6.0,13.0,5.0,12.0,69.0,74.0,70.0,58.0,43.0,72.0,38.0,28.0,62.0,66.0,66.0,71.0,53.0,58.0,78.0,89.0,29.0,25.0,45.0,73.0,67.0,45.0,54.0,233329,45.0,65.0,73.0,54.0,67.0,45.0,47.0,49.0,44.0,63.0,CB,45.0,65.0,73.0,54.0,67.0,45.0,47.0,49.0,44.0,63.0,49.0
10000,6500000,D. Accam,26,Ghana,74,75,Chicago Fire Soccer Club,1904,94.0,69.0,87.0,78.0,66.0,68.0,70.0,74.0,77.0,68.0,67.0,14.0,10.0,15.0,11.0,10.0,45.0,55.0,56.0,42.0,65.0,25.0,64.0,73.0,66.0,64.0,79.0,49.0,94.0,69.0,53.0,57.0,76.0,62.0,71.0,52.0,56.0,72.0,64.0,210801,71.0,61.0,52.0,64.0,56.0,72.0,72.0,69.0,74.0,63.0,LM LW,71.0,61.0,52.0,64.0,56.0,72.0,72.0,69.0,74.0,63.0,69.0
29000,5500000,G. Sakai,26,Japan,74,76,Hamburger SV,1909,76.0,69.0,78.0,76.0,73.0,68.0,73.0,74.0,69.0,41.0,64.0,7.0,15.0,7.0,8.0,13.0,60.0,69.0,72.0,69.0,43.0,73.0,49.0,58.0,72.0,72.0,62.0,80.0,75.0,78.0,70.0,65.0,60.0,39.0,66.0,70.0,71.0,64.0,67.0,207472,66.0,73.0,70.0,67.0,71.0,64.0,69.0,61.0,66.0,73.0,CDM RB,66.0,73.0,70.0,67.0,71.0,64.0,69.0,61.0,66.0,73.0,61.0
8000,6500000,A. Christiansen,27,Denmark,74,75,Malmö FF,2060,72.0,89.0,87.0,85.0,72.0,71.0,64.0,71.0,68.0,56.0,65.0,16.0,6.0,8.0,6.0,9.0,58.0,68.0,88.0,76.0,68.0,60.0,68.0,72.0,75.0,74.0,71.0,75.0,76.0,89.0,66.0,62.0,74.0,66.0,72.0,69.0,72.0,70.0,73.0,199792,72.0,71.0,69.0,73.0,72.0,70.0,72.0,67.0,70.0,72.0,CM,72.0,71.0,69.0,73.0,72.0,70.0,72.0,67.0,70.0,72.0,67.0
38000,6500000,S. Duffy,25,Republic of Ireland,74,79,Brighton & Hove Albion,1620,49.0,84.0,32.0,42.0,57.0,64.0,38.0,37.0,39.0,33.0,33.0,9.0,11.0,16.0,8.0,12.0,74.0,72.0,86.0,58.0,49.0,72.0,55.0,49.0,66.0,64.0,55.0,74.0,52.0,67.0,70.0,83.0,44.0,30.0,51.0,73.0,67.0,50.0,57.0,192622,51.0,64.0,73.0,57.0,67.0,50.0,51.0,53.0,48.0,62.0,CB,51.0,64.0,73.0,57.0,67.0,50.0,51.0,53.0,48.0,62.0,53.0
33000,6000000,G. Torje,27,Romania,74,74,Kardemir Karabükspor,1928,83.0,66.0,84.0,91.0,77.0,67.0,73.0,78.0,78.0,65.0,79.0,14.0,9.0,15.0,11.0,12.0,62.0,35.0,71.0,63.0,76.0,29.0,73.0,68.0,78.0,67.0,75.0,35.0,81.0,71.0,38.0,45.0,60.0,66.0,72.0,48.0,54.0,73.0,66.0,201326,72.0,56.0,48.0,66.0,54.0,73.0,73.0,70.0,74.0,59.0,RM LM,72.0,56.0,48.0,66.0,54.0,73.0,73.0,70.0,74.0,59.0,70.0
13000,4300000,S. Larsson,32,Sweden,74,74,Hull City,2040,55.0,80.0,65.0,73.0,76.0,74.0,83.0,85.0,70.0,72.0,81.0,7.0,11.0,14.0,14.0,8.0,66.0,61.0,70.0,73.0,76.0,61.0,70.0,70.0,76.0,75.0,77.0,59.0,57.0,76.0,62.0,67.0,76.0,74.0,72.0,66.0,69.0,72.0,73.0,164459,72.0,67.0,66.0,73.0,69.0,72.0,72.0,71.0,72.0,69.0,RM CM,72.0,67.0,66.0,73.0,69.0,72.0,72.0,71.0,72.0,69.0,71.0
33000,4300000,E. Barreto,32,Paraguay,74,74,Sampdoria,2000,67.0,75.0,66.0,62.0,75.0,72.0,67.0,73.0,68.0,53.0,79.0,11.0,6.0,15.0,14.0,15.0,61.0,75.0,47.0,75.0,73.0,65.0,61.0,69.0,75.0,75.0,83.0,71.0,68.0,66.0,73.0,75.0,73.0,69.0,71.0,70.0,73.0,70.0,73.0,152922,71.0,71.0,70.0,73.0,73.0,70.0,70.0,68.0,69.0,71.0,CDM CM,71.0,71.0,70.0,73.0,73.0,70.0,70.0,68.0,69.0,71.0,68.0
32000,5500000,L. Zuffi,27,Switzerland,74,76,FC Basel,2059,67.0,63.0,73.0,77.0,77.0,69.0,81.0,79.0,71.0,68.0,77.0,7.0,13.0,15.0,16.0,7.0,61.0,70.0,70.0,78.0,76.0,67.0,61.0,64.0,66.0,84.0,74.0,70.0,66.0,70.0,72.0,72.0,82.0,65.0,75.0,69.0,73.0,72.0,76.0,210538,75.0,71.0,69.0,76.0,73.0,72.0,74.0,69.0,73.0,73.0,CM CDM,75.0,71.0,69.0,76.0,73.0,72.0,74.0,69.0,73.0,73.0,69.0
32000,1300000,D. Delaney,35,Republic of Ireland,74,74,Crystal Palace,1538,31.0,87.0,26.0,38.0,55.0,61.0,51.0,32.0,28.0,32.0,49.0,6.0,14.0,7.0,14.0,11.0,77.0,71.0,58.0,57.0,57.0,73.0,56.0,33.0,73.0,50.0,49.0,74.0,32.0,65.0,75.0,84.0,45.0,28.0,45.0,73.0,66.0,44.0,53.0,159577,45.0,63.0,73.0,53.0,66.0,44.0,45.0,48.0,42.0,60.0,CB,45.0,63.0,73.0,53.0,66.0,44.0,45.0,48.0,42.0,60.0,48.0
32000,5500000,D. Kreilach,28,Croatia,74,74,1. FC Union Berlin,1984,60.0,70.0,65.0,62.0,70.0,71.0,56.0,68.0,72.0,69.0,76.0,14.0,8.0,8.0,9.0,13.0,69.0,66.0,81.0,75.0,76.0,63.0,64.0,60.0,79.0,75.0,78.0,60.0,58.0,90.0,69.0,82.0,69.0,50.0,70.0,69.0,72.0,70.0,73.0,215886,70.0,67.0,69.0,73.0,72.0,70.0,69.0,70.0,68.0,68.0,CDM CAM CM,70.0,67.0,69.0,73.0,72.0,70.0,69.0,70.0,68.0,68.0,70.0
10000,4200000,K. Mączyński,30,Poland,74,74,Legia Warszawa,1940,66.0,68.0,82.0,76.0,72.0,72.0,69.0,72.0,73.0,41.0,66.0,9.0,12.0,11.0,12.0,8.0,57.0,80.0,73.0,72.0,68.0,65.0,40.0,76.0,74.0,78.0,68.0,66.0,66.0,78.0,70.0,61.0,77.0,34.0,72.0,69.0,73.0,69.0,74.0,174669,72.0,71.0,69.0,74.0,73.0,69.0,71.0,64.0,69.0,72.0,CM CDM,72.0,71.0,69.0,74.0,73.0,69.0,71.0,64.0,69.0,72.0,64.0
19000,6000000,S. Decarli,25,Switzerland,74,78,Club Brugge KV,1629,65.0,68.0,58.0,55.0,62.0,66.0,38.0,39.0,49.0,32.0,51.0,16.0,6.0,9.0,9.0,14.0,74.0,76.0,82.0,,22.0,73.0,39.0,35.0,65.0,,41.0,75.0,71.0,65.0,74.0,77.0,,37.0,50.0,73.0,66.0,50.0,54.0,213323,50.0,67.0,73.0,54.0,66.0,50.0,52.0,51.0,50.0,64.0,CB,50.0,67.0,73.0,54.0,66.0,50.0,52.0,51.0,50.0,64.0,51.0
23000,6500000,A. Katai,26,Serbia,74,75,Deportivo Alavés,1871,69.0,51.0,67.0,73.0,77.0,82.0,71.0,81.0,81.0,77.0,68.0,8.0,10.0,16.0,12.0,7.0,61.0,35.0,66.0,70.0,72.0,24.0,72.0,74.0,72.0,74.0,73.0,36.0,61.0,65.0,42.0,68.0,73.0,65.0,74.0,49.0,56.0,74.0,70.0,204874,74.0,54.0,49.0,70.0,56.0,74.0,73.0,72.0,74.0,57.0,LM RM,74.0,54.0,49.0,70.0,56.0,74.0,73.0,72.0,74.0,57.0,72.0
6000,3800000,S. Anđelković,31,Slovenia,74,74,F.B.C. Unione Venezia,1602,64.0,73.0,50.0,52.0,56.0,66.0,41.0,39.0,46.0,25.0,31.0,10.0,9.0,12.0,13.0,5.0,71.0,74.0,73.0,50.0,58.0,74.0,36.0,27.0,73.0,56.0,63.0,74.0,68.0,56.0,75.0,80.0,31.0,37.0,48.0,73.0,65.0,49.0,52.0,202058,48.0,66.0,73.0,52.0,65.0,49.0,49.0,51.0,48.0,63.0,CB,48.0,66.0,73.0,52.0,65.0,49.0,49.0,51.0,48.0,63.0,51.0
23000,5500000,A. Chipciu,28,Romania,74,74,RSC Anderlecht,1917,78.0,68.0,71.0,71.0,72.0,64.0,71.0,66.0,74.0,71.0,65.0,12.0,16.0,10.0,14.0,11.0,58.0,59.0,49.0,68.0,72.0,46.0,67.0,71.0,68.0,74.0,70.0,43.0,76.0,80.0,40.0,67.0,76.0,63.0,73.0,55.0,62.0,72.0,70.0,212048,73.0,61.0,55.0,70.0,62.0,72.0,73.0,70.0,73.0,64.0,RM,73.0,61.0,55.0,70.0,62.0,72.0,73.0,70.0,73.0,64.0,70.0
57000,4800000,C. Adam,31,Scotland,74,74,Stoke City,1967,48.0,88.0,59.0,63.0,74.0,71.0,82.0,79.0,64.0,67.0,75.0,8.0,7.0,9.0,6.0,6.0,66.0,54.0,58.0,81.0,80.0,54.0,83.0,77.0,73.0,77.0,85.0,57.0,39.0,56.0,61.0,75.0,81.0,75.0,72.0,64.0,68.0,71.0,73.0,155976,72.0,62.0,64.0,73.0,68.0,71.0,69.0,70.0,69.0,63.0,CAM CDM CM,72.0,62.0,64.0,73.0,68.0,71.0,69.0,70.0,69.0,63.0,70.0
29000,6000000,S. Igboun,26,Nigeria,74,74,FC Ufa,1954,93.0,75.0,86.0,90.0,71.0,67.0,64.0,63.0,75.0,70.0,66.0,16.0,15.0,14.0,15.0,15.0,69.0,46.0,90.0,52.0,71.0,19.0,70.0,73.0,69.0,62.0,73.0,35.0,91.0,86.0,24.0,77.0,63.0,56.0,70.0,50.0,53.0,72.0,63.0,199752,70.0,56.0,50.0,63.0,53.0,72.0,72.0,73.0,73.0,58.0,RM LM ST,70.0,56.0,50.0,63.0,53.0,72.0,72.0,73.0,73.0,58.0,73.0
47000,4200000,J. Ledley,30,Wales,74,74,Derby County,1968,60.0,70.0,58.0,72.0,72.0,78.0,67.0,69.0,60.0,62.0,53.0,13.0,13.0,8.0,10.0,13.0,72.0,72.0,79.0,70.0,67.0,71.0,70.0,67.0,76.0,76.0,70.0,65.0,57.0,80.0,70.0,78.0,75.0,53.0,69.0,72.0,73.0,68.0,72.0,165190,69.0,70.0,72.0,72.0,73.0,68.0,68.0,68.0,67.0,70.0,CM CDM,69.0,70.0,72.0,72.0,73.0,68.0,68.0,68.0,67.0,70.0,68.0
8000,4700000,M. Hedges,27,United States,74,74,FC Dallas,1566,62.0,79.0,56.0,47.0,,,26.0,24.0,44.0,23.0,25.0,10.0,16.0,15.0,10.0,12.0,74.0,,67.0,70.0,20.0,,34.0,39.0,67.0,69.0,40.0,,54.0,77.0,,,42.0,30.0,51.0,73.0,70.0,49.0,59.0,206662,51.0,65.0,73.0,59.0,70.0,49.0,52.0,50.0,47.0,63.0,CB,51.0,65.0,73.0,59.0,70.0,49.0,52.0,50.0,47.0,63.0,50.0
11000,6000000,Kim Jin Su,25,Korea Republic,74,78,Jeonbuk Hyundai Motors,1809,76.0,64.0,78.0,76.0,69.0,63.0,70.0,66.0,67.0,26.0,68.0,14.0,6.0,12.0,9.0,7.0,56.0,72.0,71.0,62.0,27.0,73.0,55.0,69.0,75.0,71.0,26.0,73.0,77.0,77.0,74.0,64.0,56.0,23.0,63.0,70.0,70.0,60.0,65.0,213317,63.0,73.0,70.0,65.0,70.0,60.0,67.0,54.0,64.0,73.0,LB,63.0,73.0,70.0,65.0,70.0,60.0,67.0,54.0,64.0,73.0,54.0
